Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,TenureGroup,CustomerMood
1,16,Phone,3,9,E-Wallet,3,6,Others,2,3,0,16,6,7,10,323.45,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,18,Phone,3,35,Credit Card,3,2,Grocery,2,5,1,19,2,2,12,258.2,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,24,Computer,3,7,Debit Card,4,4,Laptop & Accessory,3,2,0,13,2,2,14,188.47,Loyal (>12 Bulan),Tidak Puas & No Komplain
1,1,Phone,1,23,Debit Card,3,2,Mobile Phone,5,3,0,17,16,16,15,152.43,New (0-6 Bulan),Puas & No Komplain
0,13,Computer,1,29,Credit Card,3,4,Fashion,5,3,1,14,2,2,9,233.8,Loyal (>12 Bulan),Puas & Ada Komplain
0,7,Computer,3,15,Debit Card,3,5,Mobile Phone,2,2,0,20,3,3,3,148.42,Established (6-12 Bulan),Tidak Puas & No Komplain
0,19,Phone,3,18,Debit Card,3,4,Grocery,2,5,0,15,2,2,2,301.5,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,6,Computer,1,36,Credit Card,4,4,Mobile Phone,3,11,0,13,6,8,8,165.25,New (0-6 Bulan),Tidak Puas & No Komplain
0,8,Phone,3,7,E-Wallet,4,2,Laptop & Accessory,2,2,0,12,2,2,3,222.25,Established (6-12 Bulan),Tidak Puas & No Komplain
0,31,Phone,3,7,COD,4,4,Fashion,2,5,1,15,1,2,5,244.04000000000002,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,19,Phone,2,31,Credit Card,3,4,Mobile Phone,4,3,0,17,1,2,5,146.77,Loyal (>12 Bulan),Puas & No Komplain
0,27,Computer,3,9,E-Wallet,3,5,Fashion,4,4,0,13,1,7,13,200.25,Loyal (>12 Bulan),Puas & No Komplain
1,1,Phone,1,22,UPI,3,4,Laptop & Accessory,3,9,0,15,1,2,1,173.34,New (0-6 Bulan),Tidak Puas & No Komplain
1,1,Computer,1,9,Debit Card,3,4,Mobile Phone,5,8,1,15,2,2,3,145.42,New (0-6 Bulan),Puas & Ada Komplain
0,8,Phone,3,17,Debit Card,3,4,Mobile Phone,3,3,1,20,1,2,1,147.2,Established (6-12 Bulan),Tidak Puas & Ada Komplain
0,2,Phone,3,17,Credit Card,4,4,Mobile Phone,4,3,0,23,2,2,1,135.52,New (0-6 Bulan),Puas & No Komplain
0,12,Computer,1,10,UPI,3,4,Mobile Phone,3,5,0,17,3,3,3,153.21,Established (6-12 Bulan),Tidak Puas & No Komplain
0,24,Phone,1,9,Credit Card,4,4,Others,3,4,1,15,8,8,8,317.37,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,11,Phone,1,10,UPI,3,4,Laptop & Accessory,4,5,0,16,2,2,2,166.07,Established (6-12 Bulan),Puas & No Komplain
0,14,Phone,3,33,E-Wallet,4,4,Laptop & Accessory,5,3,0,15,6,8,6,208.96,Loyal (>12 Bulan),Puas & No Komplain
0,1,Computer,1,7,Credit Card,4,5,Mobile Phone,3,3,0,14,2,2,4,145.07,New (0-6 Bulan),Tidak Puas & No Komplain
0,20,Phone,1,7,Credit Card,3,4,Others,2,11,0,15,2,3,3,321.27,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,28,Phone,3,9,Debit Card,3,5,Fashion,3,8,0,12,7,2,1,231.86,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,30,Computer,1,16,Credit Card,4,4,Mobile Phone,3,4,0,20,1,2,4,154.42,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,10,Phone,1,19,Credit Card,3,5,Fashion,2,2,0,12,6,8,3,213.58,Established (6-12 Bulan),Tidak Puas & No Komplain
0,29,Computer,1,9,Credit Card,3,5,Grocery,5,9,0,15,4,7,3,292.56,Loyal (>12 Bulan),Puas & No Komplain
0,17,Phone,3,32,Credit Card,4,5,Fashion,2,7,0,14,2,2,1,259.0,Loyal (>12 Bulan),Tidak Puas & No Komplain
1,1,Computer,3,16,E-Wallet,3,4,Mobile Phone,2,3,1,15,1,2,3,148.23,New (0-6 Bulan),Tidak Puas & Ada Komplain
1,1,Phone,1,17,Debit Card,3,5,Mobile Phone,5,3,0,14,2,2,1,139.16,New (0-6 Bulan),Puas & No Komplain
0,20,Phone,1,15,Debit Card,4,5,Laptop & Accessory,5,10,1,24,2,2,8,171.15,Loyal (>12 Bulan),Puas & Ada Komplain
1,15,Phone,1,11,Debit Card,3,4,Mobile Phone,3,11,1,13,2,3,8,149.61,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
1,1,Computer,1,31,COD,4,5,Fashion,5,3,0,13,1,2,3,212.22,New (0-6 Bulan),Puas & No Komplain
0,1,Phone,1,7,Credit Card,3,5,Mobile Phone,5,3,0,17,1,2,4,164.55,New (0-6 Bulan),Puas & No Komplain
0,4,Phone,1,27,UPI,3,4,Laptop & Accessory,5,2,0,16,2,2,3,224.57,New (0-6 Bulan),Puas & No Komplain
0,15,Phone,1,14,COD,3,2,Mobile Phone,3,3,0,14,2,2,9,158.76,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,12,Phone,1,24,Debit Card,4,5,Fashion,3,2,0,19,1,2,3,213.23,Established (6-12 Bulan),Tidak Puas & No Komplain
0,14,Phone,1,27,COD,4,4,Fashion,2,6,0,21,5,12,3,228.22,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,1,Computer,1,15,Debit Card,3,6,Mobile Phone,3,3,0,20,2,2,3,171.21,New (0-6 Bulan),Tidak Puas & No Komplain
0,29,Computer,1,9,Debit Card,4,4,Fashion,4,5,0,19,2,2,3,234.76,Loyal (>12 Bulan),Puas & No Komplain
0,2,Phone,1,17,UPI,3,4,Laptop & Accessory,3,5,0,14,2,2,8,161.6,New (0-6 Bulan),Tidak Puas & No Komplain
1,8,Phone,2,7,Credit Card,4,5,Fashion,5,11,0,15,3,4,3,229.82,Established (6-12 Bulan),Puas & No Komplain
0,7,Phone,1,12,Debit Card,3,5,Fashion,2,6,0,16,1,2,3,196.19,Established (6-12 Bulan),Tidak Puas & No Komplain
1,1,Phone,3,11,COD,3,4,Fashion,5,2,1,23,4,5,3,220.82,New (0-6 Bulan),Puas & Ada Komplain
1,1,Computer,1,36,Credit Card,3,5,Laptop & Accessory,3,3,0,23,4,4,9,170.08,New (0-6 Bulan),Tidak Puas & No Komplain
0,2,Phone,1,22,Debit Card,3,4,Mobile Phone,3,3,0,17,3,3,3,147.07,New (0-6 Bulan),Tidak Puas & No Komplain
0,8,Computer,1,10,Debit Card,3,4,Laptop & Accessory,2,2,0,18,2,2,5,202.56,Established (6-12 Bulan),Tidak Puas & No Komplain
0,11,Phone,3,17,Debit Card,3,5,Laptop & Accessory,2,4,1,15,1,2,1,191.94,Established (6-12 Bulan),Tidak Puas & Ada Komplain
1,1,Phone,1,11,COD,3,4,Mobile Phone,2,3,1,16,6,6,7,161.91,New (0-6 Bulan),Tidak Puas & Ada Komplain
1,1,Phone,1,28,Credit Card,3,4,Mobile Phone,3,3,0,21,2,2,1,148.77,New (0-6 Bulan),Tidak Puas & No Komplain
1,1,Phone,1,32,Credit Card,3,5,Mobile Phone,4,6,1,21,1,3,3,148.13,New (0-6 Bulan),Puas & Ada Komplain
0,16,Phone,1,9,Credit Card,3,4,Grocery,5,2,0,15,6,14,8,301.65,Loyal (>12 Bulan),Puas & No Komplain
1,1,Computer,1,5,Credit Card,3,5,Mobile Phone,4,3,0,16,1,2,1,150.96,New (0-6 Bulan),Puas & No Komplain
1,14,Computer,3,7,UPI,3,4,Laptop & Accessory,3,5,1,15,1,2,1,172.28,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,7,Computer,3,14,Debit Card,2,4,Laptop & Accessory,4,2,0,18,2,2,3,168.02,Established (6-12 Bulan),Puas & No Komplain
0,8,Computer,1,10,Debit Card,3,5,Mobile Phone,2,5,0,18,2,2,1,154.79,Established (6-12 Bulan),Tidak Puas & No Komplain
0,22,Computer,1,7,Credit Card,3,2,Grocery,2,4,0,15,1,3,2,293.85,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,19,Computer,3,16,Debit Card,4,5,Laptop & Accessory,3,3,0,14,1,5,13,180.93,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,26,Phone,1,14,Debit Card,3,4,Fashion,4,9,0,20,4,5,3,229.45,Loyal (>12 Bulan),Puas & No Komplain
0,12,Phone,3,17,E-Wallet,4,5,Fashion,3,2,1,15,3,3,3,212.4,Established (6-12 Bulan),Tidak Puas & Ada Komplain
0,3,Phone,1,35,Debit Card,4,4,Mobile Phone,2,6,0,23,1,2,8,150.14,New (0-6 Bulan),Tidak Puas & No Komplain
0,2,Phone,1,10,Credit Card,4,4,Fashion,4,2,0,18,1,2,8,201.55,New (0-6 Bulan),Puas & No Komplain
0,20,Phone,3,10,E-Wallet,3,4,Grocery,3,5,0,15,2,5,10,299.65,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,12,Phone,3,9,E-Wallet,3,4,Fashion,4,9,0,17,2,2,1,198.51,Established (6-12 Bulan),Puas & No Komplain
0,17,Computer,1,34,Debit Card,3,4,Fashion,5,10,0,12,1,2,2,233.2,Loyal (>12 Bulan),Puas & No Komplain
1,3,Computer,1,9,Debit Card,3,4,Grocery,2,9,0,12,8,2,6,246.69,New (0-6 Bulan),Tidak Puas & No Komplain
0,14,Phone,1,21,Credit Card,3,5,Others,3,3,0,15,5,5,10,321.26,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,1,Phone,1,7,COD,4,5,Mobile Phone,4,3,1,12,1,3,3,145.7,New (0-6 Bulan),Puas & Ada Komplain
0,13,Computer,1,16,Debit Card,4,4,Laptop & Accessory,4,22,0,16,2,2,4,192.82,Loyal (>12 Bulan),Puas & No Komplain
0,10,Computer,1,25,Debit Card,4,4,Laptop & Accessory,2,4,0,21,2,2,10,202.79,Established (6-12 Bulan),Tidak Puas & No Komplain
0,5,Computer,3,27,Debit Card,4,2,Mobile Phone,2,2,0,13,2,3,3,152.91,New (0-6 Bulan),Tidak Puas & No Komplain
0,2,Phone,1,9,Debit Card,4,5,Mobile Phone,4,2,0,18,1,2,5,157.01,New (0-6 Bulan),Puas & No Komplain
0,9,Computer,3,18,E-Wallet,3,4,Laptop & Accessory,2,3,0,12,1,2,3,174.68,Established (6-12 Bulan),Tidak Puas & No Komplain
0,23,Phone,3,15,COD,3,5,Grocery,4,8,0,18,2,2,4,256.2,Loyal (>12 Bulan),Puas & No Komplain
0,8,Computer,1,9,Debit Card,4,4,Laptop & Accessory,3,4,0,12,2,2,3,165.33,Established (6-12 Bulan),Tidak Puas & No Komplain
0,3,Computer,1,17,Debit Card,4,4,Mobile Phone,4,2,0,15,2,2,2,157.91,New (0-6 Bulan),Puas & No Komplain
0,16,Phone,1,36,Credit Card,3,6,Laptop & Accessory,2,6,0,20,2,2,1,167.72,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,3,Phone,1,15,Credit Card,4,5,Laptop & Accessory,2,3,1,14,1,2,3,175.56,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,12,Phone,2,7,UPI,3,2,Mobile Phone,3,3,0,14,2,6,1,153.44,Established (6-12 Bulan),Tidak Puas & No Komplain
0,5,Computer,1,13,Debit Card,3,5,Mobile Phone,3,3,1,15,2,2,3,152.03,New (0-6 Bulan),Tidak Puas & Ada Komplain
1,1,Computer,1,15,Credit Card,4,4,Mobile Phone,3,3,0,13,1,2,1,144.04,New (0-6 Bulan),Tidak Puas & No Komplain
1,1,Phone,3,16,E-Wallet,4,4,Laptop & Accessory,5,2,1,18,1,2,4,207.24,New (0-6 Bulan),Puas & Ada Komplain
0,15,Phone,1,19,Debit Card,3,4,Mobile Phone,2,5,1,12,2,2,1,172.66,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
1,1,Computer,1,22,Credit Card,4,4,Mobile Phone,3,3,0,13,3,3,3,151.1,New (0-6 Bulan),Tidak Puas & No Komplain
0,11,Phone,1,32,Credit Card,3,5,Laptop & Accessory,2,9,0,14,1,2,4,182.31,Established (6-12 Bulan),Tidak Puas & No Komplain
0,1,Phone,1,13,Debit Card,3,5,Mobile Phone,3,3,0,14,3,3,3,150.39,New (0-6 Bulan),Tidak Puas & No Komplain
0,8,Phone,3,16,Debit Card,4,4,Laptop & Accessory,3,3,0,21,2,2,4,182.14,Established (6-12 Bulan),Tidak Puas & No Komplain
0,9,Phone,2,15,COD,4,4,Mobile Phone,3,3,0,18,1,2,5,168.23,Established (6-12 Bulan),Tidak Puas & No Komplain
1,1,Phone,3,30,Debit Card,3,5,Fashion,5,3,0,14,1,4,11,198.36,New (0-6 Bulan),Puas & No Komplain
0,14,Computer,1,16,Credit Card,3,4,Fashion,3,11,0,18,1,2,14,259.99,Loyal (>12 Bulan),Tidak Puas & No Komplain
1,6,Computer,3,19,Debit Card,3,4,Grocery,5,2,1,13,1,14,15,262.58,New (0-6 Bulan),Puas & Ada Komplain
0,16,Phone,3,11,E-Wallet,3,4,Laptop & Accessory,5,9,0,14,2,2,6,176.55,Loyal (>12 Bulan),Puas & No Komplain
0,9,Phone,1,7,Credit Card,3,5,Mobile Phone,3,8,0,13,2,2,8,147.58,Established (6-12 Bulan),Tidak Puas & No Komplain
0,1,Phone,1,31,Credit Card,3,4,Mobile Phone,4,10,0,23,2,2,3,160.97,New (0-6 Bulan),Puas & No Komplain
1,1,Phone,1,19,Debit Card,4,4,Mobile Phone,2,3,1,12,2,2,1,150.15,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,1,Phone,1,10,Credit Card,3,2,Mobile Phone,2,3,0,23,2,2,8,169.2,New (0-6 Bulan),Tidak Puas & No Komplain
0,4,Phone,3,17,E-Wallet,4,5,Laptop & Accessory,3,3,0,19,2,2,5,190.78,New (0-6 Bulan),Tidak Puas & No Komplain
0,14,Computer,1,33,Credit Card,4,5,Laptop & Accessory,2,5,1,14,2,2,1,169.22,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,9,Phone,1,9,Debit Card,3,5,Fashion,4,4,0,19,7,7,3,227.74,Established (6-12 Bulan),Puas & No Komplain
0,8,Computer,1,7,Credit Card,4,5,Laptop & Accessory,5,2,0,21,2,5,10,178.43,Established (6-12 Bulan),Puas & No Komplain
0,9,Computer,1,11,UPI,3,5,Mobile Phone,2,3,0,14,3,3,3,148.76,Established (6-12 Bulan),Tidak Puas & No Komplain
1,7,Phone,3,16,E-Wallet,3,6,Laptop & Accessory,3,10,0,14,2,2,4,178.46,Established (6-12 Bulan),Tidak Puas & No Komplain
0,6,Computer,3,9,Debit Card,4,4,Mobile Phone,5,3,0,13,1,2,1,153.27,New (0-6 Bulan),Puas & No Komplain
0,30,Phone,1,11,COD,4,4,Others,5,6,0,14,1,5,3,324.43,Loyal (>12 Bulan),Puas & No Komplain
0,3,Phone,1,13,Credit Card,3,4,Mobile Phone,2,3,0,14,1,2,9,156.31,New (0-6 Bulan),Tidak Puas & No Komplain
0,1,Phone,1,16,Debit Card,3,4,Mobile Phone,5,3,0,26,1,2,1,150.52,New (0-6 Bulan),Puas & No Komplain
0,19,Phone,1,14,Credit Card,3,4,Mobile Phone,3,6,1,20,2,2,3,169.77,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,11,Phone,1,7,Debit Card,3,5,Laptop & Accessory,2,3,0,14,4,4,12,189.74,Established (6-12 Bulan),Tidak Puas & No Komplain
0,1,Phone,1,10,Debit Card,3,5,Mobile Phone,3,3,0,13,1,2,3,155.33,New (0-6 Bulan),Tidak Puas & No Komplain
1,8,Phone,1,17,Debit Card,4,4,Mobile Phone,3,3,1,12,2,2,3,154.36,Established (6-12 Bulan),Tidak Puas & Ada Komplain
0,27,Phone,1,14,Credit Card,3,4,Others,3,5,0,15,5,5,8,311.06,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,3,Phone,1,22,Debit Card,4,6,Mobile Phone,2,2,1,19,2,2,4,146.68,New (0-6 Bulan),Tidak Puas & Ada Komplain
1,1,Computer,1,10,Debit Card,3,5,Mobile Phone,2,2,1,12,1,2,1,153.53,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,20,Phone,3,9,E-Wallet,4,4,Grocery,5,10,0,15,13,16,10,295.48,Loyal (>12 Bulan),Puas & No Komplain
0,18,Computer,1,24,Debit Card,4,6,Mobile Phone,3,4,0,14,2,2,1,147.9,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,7,Phone,2,9,UPI,3,4,Mobile Phone,3,3,0,14,1,2,5,161.0,Established (6-12 Bulan),Tidak Puas & No Komplain
1,5,Computer,1,12,Debit Card,4,5,Mobile Phone,5,8,0,18,2,2,1,146.07,New (0-6 Bulan),Puas & No Komplain
0,4,Phone,3,36,Debit Card,4,4,Laptop & Accessory,5,10,0,20,2,2,4,166.15,New (0-6 Bulan),Puas & No Komplain
0,14,Computer,3,9,Credit Card,4,4,Laptop & Accessory,4,7,0,13,2,2,1,168.27,Loyal (>12 Bulan),Puas & No Komplain
0,24,Computer,1,9,Credit Card,2,4,Grocery,5,4,0,15,3,3,3,303.56,Loyal (>12 Bulan),Puas & No Komplain
0,2,Phone,1,26,Credit Card,4,5,Mobile Phone,5,3,0,13,2,4,4,156.96,New (0-6 Bulan),Puas & No Komplain
0,20,Phone,1,22,Debit Card,3,4,Others,4,7,0,15,2,2,4,315.81,Loyal (>12 Bulan),Puas & No Komplain
0,9,Phone,3,24,Debit Card,4,4,Laptop & Accessory,5,5,1,16,2,2,3,214.66,Established (6-12 Bulan),Puas & Ada Komplain
1,1,Phone,1,24,Debit Card,4,4,Mobile Phone,4,3,0,14,1,2,1,147.1,New (0-6 Bulan),Puas & No Komplain
0,7,Computer,3,32,Credit Card,3,4,Laptop & Accessory,3,3,0,13,1,2,2,170.39,Established (6-12 Bulan),Tidak Puas & No Komplain
0,10,Phone,1,13,Debit Card,3,6,Mobile Phone,3,3,0,15,1,2,8,152.41,Established (6-12 Bulan),Tidak Puas & No Komplain
0,4,Phone,1,14,Debit Card,3,4,Laptop & Accessory,3,3,0,14,9,9,10,159.91,New (0-6 Bulan),Tidak Puas & No Komplain
0,18,Phone,1,36,UPI,3,4,Laptop & Accessory,2,3,0,26,2,2,18,170.41,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,1,Phone,3,28,E-Wallet,3,2,Mobile Phone,2,3,0,18,1,3,3,151.78,New (0-6 Bulan),Tidak Puas & No Komplain
0,20,Phone,1,9,COD,3,4,Laptop & Accessory,2,4,0,12,2,2,5,198.79,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,16,Computer,2,9,Credit Card,4,2,Laptop & Accessory,5,9,0,17,1,2,4,187.72,Loyal (>12 Bulan),Puas & No Komplain
0,31,Phone,3,14,E-Wallet,3,2,Laptop & Accessory,2,2,1,19,1,2,10,177.2,Loyal (>12 Bulan),Tidak Puas & Ada Komplain
0,6,Computer,1,20,UPI,4,5,Mobile Phone,4,3,0,21,1,3,3,152.43,New (0-6 Bulan),Puas & No Komplain
0,6,Computer,1,9,Debit Card,3,4,Laptop & Accessory,3,6,1,15,2,2,8,174.98,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,10,Phone,1,7,COD,4,6,Fashion,5,4,1,22,6,8,3,227.52,Established (6-12 Bulan),Puas & Ada Komplain
0,7,Phone,1,16,Credit Card,3,4,Mobile Phone,2,2,0,14,2,5,11,152.81,Established (6-12 Bulan),Tidak Puas & No Komplain
0,14,Phone,3,17,COD,3,5,Laptop & Accessory,4,9,0,13,2,2,4,193.52,Loyal (>12 Bulan),Puas & No Komplain
0,1,Phone,3,17,Debit Card,3,4,Laptop & Accessory,2,2,0,15,1,2,2,174.5,New (0-6 Bulan),Tidak Puas & No Komplain
0,4,Phone,1,7,Credit Card,4,4,Mobile Phone,4,2,1,22,2,6,8,160.79,New (0-6 Bulan),Puas & Ada Komplain
0,16,Computer,1,33,Credit Card,3,4,Fashion,5,5,1,18,1,2,1,256.91,Loyal (>12 Bulan),Puas & Ada Komplain
0,9,Computer,3,15,E-Wallet,4,5,Fashion,2,6,1,12,3,5,3,228.77,Established (6-12 Bulan),Tidak Puas & Ada Komplain
0,1,Phone,1,21,Debit Card,3,4,Mobile Phone,5,3,1,15,3,7,9,147.35,New (0-6 Bulan),Puas & Ada Komplain
0,28,Computer,1,7,Debit Card,3,4,Fashion,3,9,0,18,2,2,3,230.02,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,18,Phone,1,9,Debit Card,4,2,Mobile Phone,2,3,0,14,7,8,8,145.11,Loyal (>12 Bulan),Tidak Puas & No Komplain
1,1,Computer,1,17,Credit Card,4,5,Mobile Phone,4,3,1,26,2,2,1,143.59,New (0-6 Bulan),Puas & Ada Komplain
0,3,Phone,1,7,Debit Card,4,4,Mobile Phone,2,3,0,16,1,2,3,162.6,New (0-6 Bulan),Tidak Puas & No Komplain
0,28,Phone,1,10,Debit Card,3,4,Grocery,2,5,0,15,2,2,10,302.79,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,5,Phone,1,18,Credit Card,4,4,Laptop & Accessory,5,3,1,13,1,2,2,193.33,New (0-6 Bulan),Puas & Ada Komplain
0,5,Phone,1,31,Credit Card,4,5,Laptop & Accessory,5,3,0,20,1,2,9,193.12,New (0-6 Bulan),Puas & No Komplain
0,31,Phone,3,10,Debit Card,3,5,Laptop & Accessory,2,7,0,18,1,2,6,176.71,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,17,Phone,1,10,Debit Card,4,6,Others,2,5,0,15,2,2,8,322.4,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,23,Phone,1,11,Credit Card,3,5,Others,3,4,0,15,1,2,1,312.11,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,10,Computer,1,10,COD,3,4,Mobile Phone,4,3,0,13,2,2,8,161.92,Established (6-12 Bulan),Puas & No Komplain
0,22,Phone,1,9,COD,4,2,Mobile Phone,4,7,0,12,1,2,1,150.59,Loyal (>12 Bulan),Puas & No Komplain
0,1,Phone,1,11,Debit Card,4,4,Mobile Phone,3,3,0,12,2,2,4,150.17,New (0-6 Bulan),Tidak Puas & No Komplain
0,3,Phone,1,14,Debit Card,3,4,Laptop & Accessory,2,3,1,12,1,2,1,191.23,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,22,Phone,1,7,Debit Card,4,5,Others,2,8,0,15,2,2,1,307.65,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,3,Phone,1,7,Debit Card,3,5,Grocery,2,5,0,15,1,2,8,286.24,New (0-6 Bulan),Tidak Puas & No Komplain
0,8,Phone,1,27,COD,3,2,Mobile Phone,3,2,0,18,2,2,1,150.85,Established (6-12 Bulan),Tidak Puas & No Komplain
0,18,Phone,3,12,E-Wallet,3,4,Others,4,9,0,15,2,4,11,307.13,Loyal (>12 Bulan),Puas & No Komplain
0,7,Phone,3,17,E-Wallet,3,2,Fashion,3,2,1,15,2,2,9,208.8,Established (6-12 Bulan),Tidak Puas & Ada Komplain
0,1,Phone,1,32,Debit Card,3,2,Mobile Phone,2,3,1,13,2,2,2,154.94,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,1,Phone,1,7,Debit Card,3,4,Mobile Phone,3,3,0,23,1,2,2,137.23,New (0-6 Bulan),Tidak Puas & No Komplain
1,1,Computer,3,31,Debit Card,4,6,Mobile Phone,2,3,1,15,2,2,1,136.18,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,1,Phone,1,11,Debit Card,3,4,Mobile Phone,2,3,1,21,1,3,3,153.75,New (0-6 Bulan),Tidak Puas & Ada Komplain
1,9,Phone,3,9,E-Wallet,4,6,Others,4,4,1,15,1,2,12,313.24,Established (6-12 Bulan),Puas & Ada Komplain
0,29,Computer,1,15,Credit Card,3,5,Grocery,4,3,1,16,4,16,1,260.77,Loyal (>12 Bulan),Puas & Ada Komplain
1,1,Computer,1,17,Debit Card,3,5,Mobile Phone,3,3,0,21,3,3,3,151.25,New (0-6 Bulan),Tidak Puas & No Komplain
0,20,Phone,3,11,E-Wallet,3,5,Others,4,4,0,15,2,2,9,312.89,Loyal (>12 Bulan),Puas & No Komplain
0,8,Phone,3,9,E-Wallet,3,4,Laptop & Accessory,5,2,1,13,2,2,3,170.38,Established (6-12 Bulan),Puas & Ada Komplain
0,25,Computer,3,16,Debit Card,3,4,Others,4,6,1,25,3,12,11,323.47,Loyal (>12 Bulan),Puas & Ada Komplain
0,31,Phone,1,25,Credit Card,4,4,Fashion,2,8,0,13,2,6,3,230.12,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,8,Computer,1,26,Credit Card,3,4,Laptop & Accessory,4,6,0,14,4,6,11,169.44,Established (6-12 Bulan),Puas & No Komplain
0,2,Computer,1,7,Credit Card,3,4,Mobile Phone,3,2,1,12,1,2,3,146.54,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,18,Phone,1,11,Debit Card,4,2,Others,5,3,0,15,2,15,14,316.9,Loyal (>12 Bulan),Puas & No Komplain
0,8,Computer,2,18,Debit Card,3,5,Laptop & Accessory,4,6,0,12,1,2,9,169.9,Established (6-12 Bulan),Puas & No Komplain
0,9,Phone,1,13,Debit Card,4,4,Mobile Phone,3,2,1,15,2,3,3,160.06,Established (6-12 Bulan),Tidak Puas & Ada Komplain
0,16,Phone,1,14,Credit Card,4,2,Laptop & Accessory,4,8,1,17,1,2,1,148.72,Loyal (>12 Bulan),Puas & Ada Komplain
0,17,Phone,3,11,E-Wallet,3,5,Fashion,2,5,0,15,11,16,3,227.31,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,10,Phone,1,9,Debit Card,3,4,Laptop & Accessory,4,11,1,12,5,6,13,179.1,Established (6-12 Bulan),Puas & Ada Komplain
1,8,Phone,1,22,Credit Card,4,4,Fashion,2,3,0,12,1,2,6,204.78,Established (6-12 Bulan),Tidak Puas & No Komplain
0,2,Computer,1,9,Debit Card,3,5,Mobile Phone,2,3,1,13,3,3,3,163.67,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,25,Computer,1,13,Credit Card,3,5,Mobile Phone,3,2,0,15,8,8,8,153.38,Loyal (>12 Bulan),Tidak Puas & No Komplain
0,4,Computer,1,16,Credit Card,4,4,Laptop & Accessory,3,9,1,19,2,2,8,171.95,New (0-6 Bulan),Tidak Puas & Ada Komplain
1,1,Phone,1,14,COD,3,4,Mobile Phone,3,5,1,14,2,8,8,158.39,New (0-6 Bulan),Tidak Puas & Ada Komplain
0,2,Phone,1,7,COD,3,4,Mobile Phone,5,4,0,12,1,2,3,145.8,New (0-6 Bulan),Puas & No Komplain
0,1,Phone,1,7,Credit Card,3,4,Mobile Phone,4,3,0,19,2,3,2,145.96,New (0-6 Bulan),Puas & No Komplain
0,6,Phone,3,15,Credit Card,3,2,Laptop & Accessory,2,3,0,16,1,2,9,187.09,New (0-6 Bulan),Tidak Puas & No Komplain
0,19,Computer,1,32,Credit Card,3,4,Others,4,5,0,15,2,2,1,305.61,Loyal (>12 Bulan),Puas & No Komplain
0,13,Phone,1,20,Credit Card,4,5,Grocery,4,8,1,15,14,16,3,296.23,Loyal (>12 Bulan),Puas & Ada Komplain
0,31,Phone,1,30,Debit Card,3,4,Mobile Phone,3,3,0,13,3,3,3,148.72,Loyal (>12 Bulan),Tidak Puas & No Komplain
1,1,Phone,1,14,Debit Card,4,4,Laptop & Accessory,3,3,0,19,2,2,2,173.83,New (0-6 Bulan),Tidak Puas & No Komplain
